Edad,Sexo,Trabajo,Vivienda,Cuenta_Ahorro,Cuenta_Corriente,Monto_Credito,Periodo_Meses,Tipo,Resultado
35,0,calificados,propia,NA,medio,3976,21,mobiliario,1
68,0,calificados,rentada,NA,NA,6761,18,automotriz,0
28,0,calificados,propia,bajo,NA,1249,24,automotriz,1
59,0,calificados,propia,bajo,bajo,1364,9,radio/TV,1
57,0,no_calificados_residentes,propia,bajo,bajo,709,12,radio/TV,0
33,0,calificados,rentada,bajo,bajo,2235,20,automotriz,0
43,0,calificados,propia,NA,NA,4042,24,automotriz,1
35,0,calificados,familiar,bajo,NA,1471,15,radio/TV,1
32,0,no_calificados_residentes,familiar,bajo,bajo,1442,18,automotriz,0
45,0,calificados,propia,bajo,NA,10875,36,automotriz,1
33,0,calificados,propia,intermedio,NA,1474,24,automotriz,1
40,1,calificados,propia,NA,NA,894,10,educacion,1
28,0,calificados,familiar,bajo,NA,3343,15,mobiliario,1
29,1,calificados,propia,bajo,bajo,3959,15,automotriz,0
26,0,calificados,rentada,intermedio,NA,3577,9,automotriz,1
27,0,calificados,propia,alto,NA,5804,24,automotriz,1
28,0,calificados,propia,bajo,NA,2169,18,trabajo,0
35,1,calificados,propia,bajo,bajo,2439,24,radio/TV,0
32,0,no_calificados_residentes,propia,alto,NA,4526,27,mobiliario,1
25,0,no_calificados_residentes,rentada,bajo,NA,2210,10,mobiliario,0
20,1,calificados,rentada,muy_alto,NA,2221,15,mobiliario,1
27,1,calificados,propia,bajo,bajo,2389,18,radio/TV,1
42,0,calificados,propia,bajo,NA,3331,12,mobiliario,1
37,0,calificados,propia,NA,NA,7409,36,trabajo,1
24,1,calificados,rentada,bajo,bajo,652,12,mobiliario,1
40,1,calificados,propia,muy_alto,NA,7678,36,mobiliario,1
46,0,calificados,propia,bajo,alto,1343,6,automotriz,1
26,0,calificados,propia,intermedio,bajo,1382,24,trabajo,1
24,1,calificados,propia,NA,NA,874,15,uso_domestico,1
29,0,no_calificados_residentes,propia,bajo,bajo,3590,12,mobiliario,1
40,1,calificados,propia,alto,medio,1322,11,automotriz,1
36,0,altamente_calificados,familiar,bajo,bajo,1940,18,radio/TV,1
28,0,calificados,propia,bajo,NA,3595,36,radio/TV,1
27,0,altamente_calificados,familiar,bajo,bajo,1422,9,automotriz,0
36,0,calificados,propia,NA,NA,6742,30,radio/TV,1
38,0,altamente_calificados,propia,bajo,NA,7814,24,automotriz,1
48,0,calificados,familiar,NA,NA,9277,24,automotriz,1
36,0,calificados,propia,NA,medio,2181,30,automotriz,1
65,1,no_calificados_no_residentes,propia,bajo,NA,1098,18,radio/TV,1
43,0,calificados,propia,bajo,medio,4057,24,mobiliario,0
53,1,calificados,propia,bajo,bajo,795,12,educacion,0
34,0,calificados,propia,NA,medio,2825,24,trabajo,1
23,0,calificados,propia,bajo,medio,15672,48,trabajo,0
34,0,altamente_calificados,propia,bajo,NA,6614,36,automotriz,1
40,0,calificados,rentada,NA,NA,7824,28,automotriz,1
43,0,altamente_calificados,propia,bajo,bajo,2442,27,trabajo,1
46,0,calificados,propia,bajo,NA,1829,15,radio/TV,1
38,0,no_calificados_residentes,propia,bajo,bajo,2171,12,automotriz,1
34,0,calificados,propia,bajo,medio,5800,36,automotriz,1
29,0,calificados,propia,NA,NA,1169,18,radio/TV,1
31,0,altamente_calificados,propia,NA,NA,8947,36,automotriz,1
28,1,altamente_calificados,rentada,bajo,bajo,2606,21,radio/TV,1
35,1,calificados,propia,alto,NA,1592,12,mobiliario,1
33,1,no_calificados_residentes,rentada,NA,NA,2186,15,mobiliario,1
42,0,calificados,propia,bajo,bajo,4153,18,mobiliario,0
43,0,calificados,rentada,bajo,bajo,2625,16,automotriz,0
44,0,calificados,propia,NA,NA,3485,20,automotriz,1
42,0,calificados,familiar,NA,NA,10477,36,automotriz,1
40,0,calificados,rentada,NA,NA,1386,15,radio/TV,1
36,0,altamente_calificados,propia,bajo,NA,1278,24,radio/TV,1
20,0,altamente_calificados,rentada,bajo,bajo,1107,12,radio/TV,1
24,0,no_calificados_residentes,propia,NA,bajo,3763,21,automotriz,1
27,0,calificados,propia,NA,medio,3711,36,educacion,1
46,1,no_calificados_residentes,propia,bajo,NA,3594,15,automotriz,1
33,1,no_calificados_residentes,propia,NA,medio,3195,9,automotriz,1
34,1,calificados,propia,bajo,NA,4454,36,radio/TV,1
25,1,no_calificados_residentes,propia,bajo,medio,4736,24,mobiliario,0
25,1,calificados,propia,NA,medio,2991,30,radio/TV,1
28,0,calificados,propia,alto,NA,2142,11,trabajo,1
31,0,calificados,rentada,bajo,bajo,3161,24,trabajo,0
32,1,altamente_calificados,propia,bajo,medio,18424,48,vacaciones,0
32,0,calificados,propia,intermedio,NA,2848,10,automotriz,1
68,0,altamente_calificados,propia,bajo,bajo,14896,6,automotriz,0
33,0,calificados,propia,intermedio,bajo,2359,24,mobiliario,0
39,0,altamente_calificados,rentada,bajo,bajo,3345,24,mobiliario,0
28,1,calificados,propia,bajo,NA,1817,18,mobiliario,1
37,0,altamente_calificados,propia,muy_alto,NA,12749,48,radio/TV,1
22,1,calificados,rentada,bajo,bajo,1366,9,radio/TV,0
30,0,calificados,rentada,bajo,medio,2002,12,automotriz,1
55,0,calificados,propia,bajo,bajo,6872,24,mobiliario,0
46,0,calificados,propia,bajo,bajo,697,12,automotriz,0
21,1,calificados,rentada,bajo,bajo,1049,18,mobiliario,1
39,0,calificados,familiar,bajo,bajo,10297,48,automotriz,0
58,0,calificados,propia,NA,NA,1867,30,radio/TV,1
43,0,no_calificados_residentes,propia,bajo,bajo,1344,12,automotriz,1
24,0,no_calificados_residentes,propia,bajo,bajo,1747,24,mobiliario,1
22,1,calificados,propia,bajo,medio,1670,9,radio/TV,0
30,0,calificados,propia,bajo,NA,1224,9,automotriz,1
42,0,calificados,propia,muy_alto,NA,522,12,radio/TV,1
23,1,calificados,propia,bajo,bajo,1498,12,radio/TV,1
30,0,altamente_calificados,propia,intermedio,medio,1919,30,radio/TV,0
28,1,no_calificados_residentes,propia,bajo,alto,745,9,radio/TV,0
30,0,altamente_calificados,rentada,bajo,medio,2063,6,radio/TV,1
42,0,calificados,familiar,bajo,medio,6288,60,educacion,0
46,0,altamente_calificados,propia,NA,NA,6842,24,automotriz,1
45,0,altamente_calificados,propia,NA,NA,3527,12,automotriz,1
31,0,no_calificados_residentes,propia,bajo,NA,1546,10,automotriz,1
31,0,calificados,propia,NA,NA,929,24,mobiliario,1
42,0,no_calificados_residentes,propia,bajo,NA,1455,4,automotriz,1
46,1,calificados,rentada,bajo,bajo,1845,15,mobiliario,1
30,1,calificados,propia,muy_alto,medio,8358,48,automotriz,1
30,0,calificados,familiar,muy_alto,bajo,3349,24,mobiliario,0
38,0,altamente_calificados,propia,NA,NA,2859,12,automotriz,1
43,0,no_calificados_residentes,propia,bajo,NA,1533,18,mobiliario,0
31,0,calificados,propia,intermedio,NA,3621,24,radio/TV,0
40,0,no_calificados_no_residentes,propia,bajo,medio,3590,18,trabajo,1
24,0,calificados,propia,bajo,bajo,2145,36,trabajo,0
28,1,calificados,rentada,muy_alto,medio,4113,24,automotriz,0
26,1,altamente_calificados,propia,bajo,NA,10974,36,mobiliario,0
29,1,calificados,propia,bajo,bajo,1893,12,automotriz,1
57,1,altamente_calificados,rentada,alto,bajo,1231,24,radio/TV,1
49,0,no_calificados_residentes,propia,NA,alto,3656,30,radio/TV,1
37,0,no_calificados_residentes,propia,bajo,medio,1154,9,radio/TV,1
45,0,no_calificados_residentes,propia,bajo,bajo,4006,28,automotriz,0
30,0,calificados,familiar,intermedio,medio,3069,24,mobiliario,1
30,0,calificados,rentada,bajo,NA,1740,6,radio/TV,1
47,0,calificados,propia,bajo,medio,2353,21,automotriz,1
29,0,calificados,propia,NA,NA,3556,15,automotriz,1
35,0,calificados,propia,muy_alto,NA,2397,24,radio/TV,0
22,0,no_calificados_residentes,propia,bajo,medio,454,6,reparaciones,1
26,1,calificados,propia,NA,medio,1715,30,radio/TV,1
23,0,no_calificados_residentes,propia,muy_alto,medio,2520,27,radio/TV,0
54,1,altamente_calificados,rentada,bajo,NA,3568,15,radio/TV,1
29,0,calificados,rentada,NA,NA,7166,42,radio/TV,1
40,0,no_calificados_residentes,propia,bajo,bajo,3939,11,automotriz,1
22,0,calificados,propia,intermedio,medio,1514,15,reparaciones,1
43,0,no_calificados_residentes,propia,bajo,NA,7393,24,automotriz,1
29,1,no_calificados_no_residentes,rentada,bajo,bajo,1193,24,automotriz,0
36,0,calificados,rentada,bajo,bajo,7297,60,trabajo,0
33,1,calificados,propia,bajo,NA,2831,30,radio/TV,1
57,1,no_calificados_residentes,propia,muy_alto,alto,1258,24,radio/TV,1
64,1,calificados,propia,bajo,medio,753,6,radio/TV,1
42,0,calificados,propia,NA,medio,2427,18,trabajo,1
47,0,no_calificados_residentes,propia,bajo,NA,2538,24,automotriz,0
25,0,calificados,rentada,intermedio,medio,1264,15,automotriz,0
49,0,calificados,propia,bajo,medio,8386,30,mobiliario,0
33,0,altamente_calificados,rentada,bajo,NA,4844,48,trabajo,0
28,1,altamente_calificados,propia,intermedio,alto,2923,21,automotriz,1
26,0,calificados,propia,bajo,bajo,8229,36,automotriz,0
30,0,no_calificados_residentes,propia,bajo,NA,2028,24,mobiliario,1
25,1,calificados,rentada,bajo,bajo,1433,15,mobiliario,1
33,0,calificados,propia,bajo,alto,6289,42,trabajo,1
64,1,calificados,propia,intermedio,NA,1409,13,radio/TV,1
29,0,altamente_calificados,familiar,bajo,bajo,6579,24,automotriz,1
48,0,no_calificados_residentes,propia,bajo,medio,1743,24,radio/TV,1
37,0,no_calificados_residentes,propia,NA,NA,3565,12,educacion,1
34,0,no_calificados_residentes,propia,intermedio,NA,1569,15,radio/TV,1
23,0,no_calificados_residentes,rentada,NA,bajo,1936,18,radio/TV,1
30,0,altamente_calificados,propia,bajo,bajo,3959,36,mobiliario,1
50,0,calificados,propia,NA,NA,2390,12,automotriz,1
31,1,no_calificados_residentes,propia,bajo,NA,1736,12,mobiliario,1
40,0,altamente_calificados,propia,bajo,bajo,3857,30,automotriz,1
38,0,calificados,propia,bajo,NA,804,12,radio/TV,1
23,0,calificados,familiar,bajo,bajo,1845,45,radio/TV,0
27,0,calificados,propia,intermedio,medio,4576,45,automotriz,1
