title,vote_average,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western
JustMarried,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheDevilsDouble,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ThomasandtheMagicRailroad,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheCrazies,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SpiritedAway,8.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Firestorm,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheBounty,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheBookThief,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SexDrive,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeapYear,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TheFalloftheRomanEmpire,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TakeMeHomeTonight,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WontBackDown,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheNutcracker,5.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KansasCity,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Indignation,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheAmityvilleHorror,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Adaptation,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LandoftheDead,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OutofInferno,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FearandLoathinginLasVegas,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheInventionofLying,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbors,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheMask,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Big,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BoratCulturalLearningsofAmericaforMakeBenefitGloriousNationofKazakhstan,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LegallyBlonde,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StarTrekIIITheSearchforSpock,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TheExorcismofEmilyRose,6.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeuceBigalowMaleGigolo,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeftBehind,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TheFamilyStone,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbershop2BackinBusiness,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BadSanta,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AustinPowersInternationalManofMystery,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MyBigFatGreekWedding2,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DiaryofaWimpyKidRodrickRules,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Predator,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Amadeus,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PromNight,4.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MeanGirls,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UndertheTuscanSun,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GosfordPark,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PeggySueGotMarried,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birdman,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BlueJasmine,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United93,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Honey,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SpyHard,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheFog,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SoulSurfer,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch22,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ObserveandReport,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ConantheDestroyer,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RagingBull,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LoveHappens,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YoungSherlockHolmes,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fame,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
127Hours,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmallTimeCrooks,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CenterStage,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LovetheCoopers,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CatchThatKid,4.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LifeasaHouse,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SteveJobs,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILoveYouBethCooper,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YouthinRevolt,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheLegendoftheLoneRanger,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheTailorofPanama,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BlowOut,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Getaway,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheIceStorm,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AndSoItGoes,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TroopBeverlyHills,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BeingJulia,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nine12Weeks,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragonslayer,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TheLastStation,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EdWood,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaborDay,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MongolTheRiseofGenghisKhan,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RockNRolla,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megaforce,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamlet,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MaosLastDancer,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MidnightSpecial,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AnythingElse,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheRailwayMan,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheWhiteRibbon,7.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restoration,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TheWraith,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SaltonSea,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MetallicaThroughtheNever,6.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TheInformers,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos,6.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IComewiththeRain,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OneMansHero,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DayoftheDead,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IAmWrath,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renaissance,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedSonja,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedLights,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Superbad,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MadeaGoestoJail,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolves,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
StepUp2TheStreets,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hoodwinked,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HotelRwanda,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitman,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BlackNativity,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ThePrince,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CityofGhosts,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TheOthers,7.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Aliens,7.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MyFairLady,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IKnowWhatYouDidLastSummer,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LetsBeCops,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sideways,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beerfest,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halloween,7.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GoodBoy,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheBestManHoliday,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmokinAces,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SawTheFinalChapter,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40Daysand40Nights,5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANightattheRoxbury,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beastly,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheHillsHaveEyes,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DickieRobertsFormerChildStar,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McFarlandUSA,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LotteryTicket,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PitchPerfect,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SummerCatch,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASimplePlan,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
They,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LarrytheCableGuyHealthInspector,3.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheAdventuresofElmoinGrouchland,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BrooklynsFinest,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55DaysatPeking,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EvilDead,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MyLifeinRuins,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AmericanDreamz,4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SupermanIVTheQuestforPeace,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HowSheMove,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RunningScared,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BobbyJonesStrokeofGenius,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ShanghaiSurprise,2.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheIllusionist,7.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Roar,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VeronicaGuerin,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EscobarParadiseLost,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SouthlandTales,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DragonHunters,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DamnationAlley,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheApparition,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MyGirl,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FurAnImaginaryPortraitofDianeArbus,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WallStreet,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SenseandSensibility,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BecomingJane,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SydneyWhite,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HouseofSandandFog,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DeadPoetsSociety,8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DumbandDumber,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WhenHarryMetSally,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheVerdict,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RoadTrip,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VarsityBlues,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheArtist,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheUnborn,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MoonriseKingdom,7.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheTexasChainsawMassacreTheBeginning,5.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TheYoungMessiah,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheMasterofDisguise,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PansLabyrinth,7.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SeeSpotRun,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BabyBoy,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheRoommate,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JoeDirt,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DoubleImpact,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HotFuzz,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheWomen,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VickyCristinaBarcelona,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ArnTheKnightTemplar,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BoysandGirls,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WhiteOleander,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JennifersBody,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DrowningMona,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RadioDays,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RememberMe,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HowtoDeal,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MyStepmotherisanAlien,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheThirteenthFloor,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TheCookout,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meteor,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duets,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HollywoodEnding,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DetroitRockCity,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highlander,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThingsWeLostintheFire,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Steel,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TheImmigrant,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheWhiteCountess,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trance,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SoulPlane,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WelcometotheSticks,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EntertheVoid,7.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vamps,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HachiADogsTale,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zulu,6.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheHomesman,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JuwannaMann,4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ararat,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Madison,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SlowBurn,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wasabi,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Slither,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BeverlyHillsCop,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HomeAlone,7.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThreeMenandaBaby,5.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tootsie,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TopGun,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrouchingTigerHiddenDragon,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AmericanBeauty,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheKingsSpeech,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Twins,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheYellowHandkerchief,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheColorPurple,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TidalWave,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheImitationGame,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PrivateBenjamin,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoalMinersDaughter,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DiaryofaWimpyKid,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mama,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NationalLampoonsVacation,7.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BadGrandpa,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheQueen,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beetlejuice,7.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WhyDidIGetMarried,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LittleWomen,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheWomaninBlack,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WhenaStrangerCalls,5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BigFatLiar,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheDeerHunter,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WagtheDog,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheLizzieMcGuireMovie,5.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Snitch,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Krampus,5.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TheFaculty,6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WhatsLoveGottoDowithIt,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CopLand,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NotAnotherTeenMovie,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EndofWatch,7.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheSkulls,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheTheoryofEverything,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MalibusMostWanted,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WheretheHeartIs,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LawrenceofArabia,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HalloweenII,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wild,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
